timeframe,month_id,manager_user_id,subordinado_user_id,nlp_concepto_sospechoso,nlp_concepto_crudo,nlp_descripciones,tx_count,monto_total,interpretabilidad
todo_el_tiempo,2021-10,P0002,P0114,"['SOBORNO', 'DONATIVO_CRUZADO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica co-creacion_comunidad (BCS-LEGAL-504) [sesión híbrida],reembolso_caja_chica - co-creacion_comunidad (BCS-LEGAL-504) [sesión híbrida],3,118110.03,"En la ventana 'todo_el_tiempo', durante 2021-10 el subordinado P0114 envió 3 pagos al manager P0002 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, REEMBOLSO_DUDOSO', acumulando 118,110.03 en monto total. Conceptos crudos detectados: reembolso_caja_chica co-creacion_comunidad (BCS-LEGAL-504) [sesión híbrida]. Descripciones de origen: reembolso_caja_chica - co-creacion_comunidad (BCS-LEGAL-504) [sesión híbrida]."
todo_el_tiempo,2023-06,P0250,P0141,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional certificacion_iso (NLE-COMP-552) [due diligence],bono_excepcional - certificacion_iso (NLE-COMP-552) [due diligence],3,115873.17,"En la ventana 'todo_el_tiempo', durante 2023-06 el subordinado P0141 envió 3 pagos al manager P0250 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 115,873.17 en monto total. Conceptos crudos detectados: bono_excepcional certificacion_iso (NLE-COMP-552) [due diligence]. Descripciones de origen: bono_excepcional - certificacion_iso (NLE-COMP-552) [due diligence]."
todo_el_tiempo,2020-07,P0166,P0209,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria crowdfunding_maker ref PUE-HR-992 due diligence,consultoria; crowdfunding_maker; ref PUE-HR-992; due diligence,3,110793.75,"En la ventana 'todo_el_tiempo', durante 2020-07 el subordinado P0209 envió 3 pagos al manager P0166 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 110,793.75 en monto total. Conceptos crudos detectados: consultoria crowdfunding_maker ref PUE-HR-992 due diligence. Descripciones de origen: consultoria; crowdfunding_maker; ref PUE-HR-992; due diligence."
todo_el_tiempo,2023-06,P0081,P0103,"['SOBORNO', 'DONATIVO_CRUZADO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica cafe_sustentable (PUE-HR-992) [pilot de innovación],reembolso_caja_chica - cafe_sustentable (PUE-HR-992) [pilot de innovación],3,110043.78,"En la ventana 'todo_el_tiempo', durante 2023-06 el subordinado P0103 envió 3 pagos al manager P0081 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, REEMBOLSO_DUDOSO', acumulando 110,043.78 en monto total. Conceptos crudos detectados: reembolso_caja_chica cafe_sustentable (PUE-HR-992) [pilot de innovación]. Descripciones de origen: reembolso_caja_chica - cafe_sustentable (PUE-HR-992) [pilot de innovación]."
todo_el_tiempo,2023-09,P0191,P0107,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria fondo_empoderamiento expediente BCS-LEGAL-504 ajuste inmediato,consultoria | fondo_empoderamiento | expediente BCS-LEGAL-504 | ajuste inmediato,3,100178.67,"En la ventana 'todo_el_tiempo', durante 2023-09 el subordinado P0107 envió 3 pagos al manager P0191 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 100,178.67 en monto total. Conceptos crudos detectados: consultoria fondo_empoderamiento expediente BCS-LEGAL-504 ajuste inmediato. Descripciones de origen: consultoria | fondo_empoderamiento | expediente BCS-LEGAL-504 | ajuste inmediato."
todo_el_tiempo,2021-11,P0217,P0231,"['SOBORNO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica piloto-latam ref CDMX-AI-887 relatório preliminar; educacion_stem crowdfunding_maker expediente GDL-CX-204 benchmark ético,reembolso_caja_chica; piloto-latam; ref CDMX-AI-887; relatório preliminar; educacion_stem | crowdfunding_maker | expediente GDL-CX-204 | benchmark ético,3,97169.0,"En la ventana 'todo_el_tiempo', durante 2021-11 el subordinado P0231 envió 3 pagos al manager P0217 etiquetados como 'SOBORNO, REEMBOLSO_DUDOSO', acumulando 97,169.00 en monto total. Conceptos crudos detectados: reembolso_caja_chica piloto-latam ref CDMX-AI-887 relatório preliminar; educacion_stem crowdfunding_maker expediente GDL-CX-204 benchmark ético. Descripciones de origen: reembolso_caja_chica; piloto-latam; ref CDMX-AI-887; relatório preliminar; educacion_stem | crowdfunding_maker | expediente GDL-CX-204 | benchmark ético."
todo_el_tiempo,2021-03,P0140,P0240,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional turismo_espacial (SLP-ENG-640) [relatório preliminar],bono_excepcional - turismo_espacial (SLP-ENG-640) [relatório preliminar],3,91802.97,"En la ventana 'todo_el_tiempo', durante 2021-03 el subordinado P0240 envió 3 pagos al manager P0140 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 91,802.97 en monto total. Conceptos crudos detectados: bono_excepcional turismo_espacial (SLP-ENG-640) [relatório preliminar]. Descripciones de origen: bono_excepcional - turismo_espacial (SLP-ENG-640) [relatório preliminar]."
todo_el_tiempo,2021-10,P0172,P0072,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional crowdfunding_maker expediente QRO-RPA-312 ajuste inmediato,bono_excepcional | crowdfunding_maker | expediente QRO-RPA-312 | ajuste inmediato,3,77686.70999999999,"En la ventana 'todo_el_tiempo', durante 2021-10 el subordinado P0072 envió 3 pagos al manager P0172 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 77,686.71 en monto total. Conceptos crudos detectados: bono_excepcional crowdfunding_maker expediente QRO-RPA-312 ajuste inmediato. Descripciones de origen: bono_excepcional | crowdfunding_maker | expediente QRO-RPA-312 | ajuste inmediato."
todo_el_tiempo,2022-09,P0108,P0155,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria campamento_ai (QRO-RPA-312) [due diligence],consultoria - campamento_ai (QRO-RPA-312) [due diligence],3,74100.03,"En la ventana 'todo_el_tiempo', durante 2022-09 el subordinado P0155 envió 3 pagos al manager P0108 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 74,100.03 en monto total. Conceptos crudos detectados: consultoria campamento_ai (QRO-RPA-312) [due diligence]. Descripciones de origen: consultoria - campamento_ai (QRO-RPA-312) [due diligence]."
todo_el_tiempo,2022-07,P0124,P0051,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional derechos_digitales expediente BCS-LEGAL-504 mise jour,bono_excepcional | derechos_digitales | expediente BCS-LEGAL-504 | mise à jour,3,71891.73,"En la ventana 'todo_el_tiempo', durante 2022-07 el subordinado P0051 envió 3 pagos al manager P0124 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 71,891.73 en monto total. Conceptos crudos detectados: bono_excepcional derechos_digitales expediente BCS-LEGAL-504 mise jour. Descripciones de origen: bono_excepcional | derechos_digitales | expediente BCS-LEGAL-504 | mise à jour."
todo_el_tiempo,2021-05,P0223,P0187,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional criptodonativo ref VER-MKT-459 benchmark ético,bono_excepcional; criptodonativo; ref VER-MKT-459; benchmark ético,3,70646.58,"En la ventana 'todo_el_tiempo', durante 2021-05 el subordinado P0187 envió 3 pagos al manager P0223 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 70,646.58 en monto total. Conceptos crudos detectados: bono_excepcional criptodonativo ref VER-MKT-459 benchmark ético. Descripciones de origen: bono_excepcional; criptodonativo; ref VER-MKT-459; benchmark ético."
todo_el_tiempo,2023-01,P0217,P0171,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria festival_culinario (BCN-CIBER-724) [prueba de concepto],consultoria - festival_culinario (BCN-CIBER-724) [prueba de concepto],3,69754.98,"En la ventana 'todo_el_tiempo', durante 2023-01 el subordinado P0171 envió 3 pagos al manager P0217 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 69,754.98 en monto total. Conceptos crudos detectados: consultoria festival_culinario (BCN-CIBER-724) [prueba de concepto]. Descripciones de origen: consultoria - festival_culinario (BCN-CIBER-724) [prueba de concepto]."
todo_el_tiempo,2023-12,P0240,P0227,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional rescate_patrones_eticos (PUE-HR-992) [due diligence],bono_excepcional - rescate_patrones_eticos (PUE-HR-992) [due diligence],3,69182.04000000001,"En la ventana 'todo_el_tiempo', durante 2023-12 el subordinado P0227 envió 3 pagos al manager P0240 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 69,182.04 en monto total. Conceptos crudos detectados: bono_excepcional rescate_patrones_eticos (PUE-HR-992) [due diligence]. Descripciones de origen: bono_excepcional - rescate_patrones_eticos (PUE-HR-992) [due diligence]."
todo_el_tiempo,2025-05,P0057,P0163,"['SOBORNO', 'VIATICOS_LUJOSOS', 'DONATIVO_CRUZADO']",viatico criptodonativo ref GDL-CX-204 mise jour,viatico; criptodonativo; ref GDL-CX-204; mise à jour,3,67065.81,"En la ventana 'todo_el_tiempo', durante 2025-05 el subordinado P0163 envió 3 pagos al manager P0057 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS, DONATIVO_CRUZADO', acumulando 67,065.81 en monto total. Conceptos crudos detectados: viatico criptodonativo ref GDL-CX-204 mise jour. Descripciones de origen: viatico; criptodonativo; ref GDL-CX-204; mise à jour."
todo_el_tiempo,2025-09,P0164,P0101,"['SOBORNO', 'VIATICOS_LUJOSOS', 'DONATIVO_CRUZADO']",viatico criptodonativo expediente BCS-LEGAL-504 due diligence,viatico | criptodonativo | expediente BCS-LEGAL-504 | due diligence,3,62235.63,"En la ventana 'todo_el_tiempo', durante 2025-09 el subordinado P0101 envió 3 pagos al manager P0164 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS, DONATIVO_CRUZADO', acumulando 62,235.63 en monto total. Conceptos crudos detectados: viatico criptodonativo expediente BCS-LEGAL-504 due diligence. Descripciones de origen: viatico | criptodonativo | expediente BCS-LEGAL-504 | due diligence."
todo_el_tiempo,2021-05,P0171,P0208,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria criptodonativo expediente CDMX-AI-887 sesión híbrida,consultoria | criptodonativo | expediente CDMX-AI-887 | sesión híbrida,3,57396.72,"En la ventana 'todo_el_tiempo', durante 2021-05 el subordinado P0208 envió 3 pagos al manager P0171 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 57,396.72 en monto total. Conceptos crudos detectados: consultoria criptodonativo expediente CDMX-AI-887 sesión híbrida. Descripciones de origen: consultoria | criptodonativo | expediente CDMX-AI-887 | sesión híbrida."
todo_el_tiempo,2022-09,P0021,P0170,"['SOBORNO', 'VIATICOS_LUJOSOS', 'DONATIVO_CRUZADO']",viatico alianza_estrategica (PUE-HR-992) [observatorio ciudadano],viatico - alianza_estrategica (PUE-HR-992) [observatorio ciudadano],3,53751.33,"En la ventana 'todo_el_tiempo', durante 2022-09 el subordinado P0170 envió 3 pagos al manager P0021 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS, DONATIVO_CRUZADO', acumulando 53,751.33 en monto total. Conceptos crudos detectados: viatico alianza_estrategica (PUE-HR-992) [observatorio ciudadano]. Descripciones de origen: viatico - alianza_estrategica (PUE-HR-992) [observatorio ciudadano]."
todo_el_tiempo,2020-10,P0106,P0098,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria criptodonativo (MX-OPS-001) [urgent follow-up],consultoria - criptodonativo (MX-OPS-001) [urgent follow-up],3,50306.06999999999,"En la ventana 'todo_el_tiempo', durante 2020-10 el subordinado P0098 envió 3 pagos al manager P0106 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 50,306.07 en monto total. Conceptos crudos detectados: consultoria criptodonativo (MX-OPS-001) [urgent follow-up]. Descripciones de origen: consultoria - criptodonativo (MX-OPS-001) [urgent follow-up]."
todo_el_tiempo,2023-10,P0183,P0213,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional criptodonativo ref VER-MKT-459 pilot de innovación,bono_excepcional; criptodonativo; ref VER-MKT-459; pilot de innovación,3,48037.89,"En la ventana 'todo_el_tiempo', durante 2023-10 el subordinado P0213 envió 3 pagos al manager P0183 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 48,037.89 en monto total. Conceptos crudos detectados: bono_excepcional criptodonativo ref VER-MKT-459 pilot de innovación. Descripciones de origen: bono_excepcional; criptodonativo; ref VER-MKT-459; pilot de innovación."
todo_el_tiempo,2024-10,P0061,P0213,"['SOBORNO', 'DONATIVO_CRUZADO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica expansion_agronegocio expediente PUE-HR-992 urgent follow-up,reembolso_caja_chica | expansion_agronegocio | expediente PUE-HR-992 | urgent follow-up,3,46966.38,"En la ventana 'todo_el_tiempo', durante 2024-10 el subordinado P0213 envió 3 pagos al manager P0061 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, REEMBOLSO_DUDOSO', acumulando 46,966.38 en monto total. Conceptos crudos detectados: reembolso_caja_chica expansion_agronegocio expediente PUE-HR-992 urgent follow-up. Descripciones de origen: reembolso_caja_chica | expansion_agronegocio | expediente PUE-HR-992 | urgent follow-up."
todo_el_tiempo,2021-08,P0137,P0040,"['SOBORNO', 'VIATICOS_LUJOSOS', 'DONATIVO_CRUZADO']",viatico marketplace_artesanal ref SLP-ENG-640 benchmark ético,viatico; marketplace_artesanal; ref SLP-ENG-640; benchmark ético,3,44965.74,"En la ventana 'todo_el_tiempo', durante 2021-08 el subordinado P0040 envió 3 pagos al manager P0137 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS, DONATIVO_CRUZADO', acumulando 44,965.74 en monto total. Conceptos crudos detectados: viatico marketplace_artesanal ref SLP-ENG-640 benchmark ético. Descripciones de origen: viatico; marketplace_artesanal; ref SLP-ENG-640; benchmark ético."
todo_el_tiempo,2024-11,P0169,P0119,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria hackathon_europeo ref PUE-HR-992 observatorio ciudadano,consultoria; hackathon_europeo; ref PUE-HR-992; observatorio ciudadano,3,43542.45,"En la ventana 'todo_el_tiempo', durante 2024-11 el subordinado P0119 envió 3 pagos al manager P0169 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 43,542.45 en monto total. Conceptos crudos detectados: consultoria hackathon_europeo ref PUE-HR-992 observatorio ciudadano. Descripciones de origen: consultoria; hackathon_europeo; ref PUE-HR-992; observatorio ciudadano."
todo_el_tiempo,2025-03,P0015,P0146,"['SOBORNO', 'VIATICOS_LUJOSOS', 'DONATIVO_CRUZADO']",viatico interoperabilidad_openbanking (VER-MKT-459) [due diligence],viatico - interoperabilidad_openbanking (VER-MKT-459) [due diligence],3,43473.149999999994,"En la ventana 'todo_el_tiempo', durante 2025-03 el subordinado P0146 envió 3 pagos al manager P0015 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS, DONATIVO_CRUZADO', acumulando 43,473.15 en monto total. Conceptos crudos detectados: viatico interoperabilidad_openbanking (VER-MKT-459) [due diligence]. Descripciones de origen: viatico - interoperabilidad_openbanking (VER-MKT-459) [due diligence]."
todo_el_tiempo,2023-09,P0192,P0120,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria cafe_sustentable (BCN-CIBER-724) [pilot de innovación],consultoria - cafe_sustentable (BCN-CIBER-724) [pilot de innovación],3,42551.07,"En la ventana 'todo_el_tiempo', durante 2023-09 el subordinado P0120 envió 3 pagos al manager P0192 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 42,551.07 en monto total. Conceptos crudos detectados: consultoria cafe_sustentable (BCN-CIBER-724) [pilot de innovación]. Descripciones de origen: consultoria - cafe_sustentable (BCN-CIBER-724) [pilot de innovación]."
todo_el_tiempo,2023-01,P0199,P0056,"['SOBORNO', 'CONSULTORIA_FANTASMA', 'DONATIVO_CRUZADO']",consultoria criptodonativo (YUC-SUST-038) [urgent follow-up],consultoria - criptodonativo (YUC-SUST-038) [urgent follow-up],3,41743.92,"En la ventana 'todo_el_tiempo', durante 2023-01 el subordinado P0056 envió 3 pagos al manager P0199 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA, DONATIVO_CRUZADO', acumulando 41,743.92 en monto total. Conceptos crudos detectados: consultoria criptodonativo (YUC-SUST-038) [urgent follow-up]. Descripciones de origen: consultoria - criptodonativo (YUC-SUST-038) [urgent follow-up]."
todo_el_tiempo,2021-05,P0154,P0022,"['SOBORNO', 'DONATIVO_CRUZADO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica climatologia_predictiva expediente VER-MKT-459 pilot de innovación,reembolso_caja_chica | climatologia_predictiva | expediente VER-MKT-459 | pilot de innovación,3,41597.100000000006,"En la ventana 'todo_el_tiempo', durante 2021-05 el subordinado P0022 envió 3 pagos al manager P0154 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, REEMBOLSO_DUDOSO', acumulando 41,597.10 en monto total. Conceptos crudos detectados: reembolso_caja_chica climatologia_predictiva expediente VER-MKT-459 pilot de innovación. Descripciones de origen: reembolso_caja_chica | climatologia_predictiva | expediente VER-MKT-459 | pilot de innovación."
todo_el_tiempo,2020-09,P0050,P0120,"['SOBORNO', 'VIATICOS_LUJOSOS', 'DONATIVO_CRUZADO']",viatico co-creacion_comunidad ref VER-MKT-459 pilot de innovación,viatico; co-creacion_comunidad; ref VER-MKT-459; pilot de innovación,3,38846.850000000006,"En la ventana 'todo_el_tiempo', durante 2020-09 el subordinado P0120 envió 3 pagos al manager P0050 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS, DONATIVO_CRUZADO', acumulando 38,846.85 en monto total. Conceptos crudos detectados: viatico co-creacion_comunidad ref VER-MKT-459 pilot de innovación. Descripciones de origen: viatico; co-creacion_comunidad; ref VER-MKT-459; pilot de innovación."
todo_el_tiempo,2024-02,P0203,P0219,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional alianza_gobierno_abierto (CDMX-AI-887) [urgent follow-up],bono_excepcional - alianza_gobierno_abierto (CDMX-AI-887) [urgent follow-up],3,38713.020000000004,"En la ventana 'todo_el_tiempo', durante 2024-02 el subordinado P0219 envió 3 pagos al manager P0203 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 38,713.02 en monto total. Conceptos crudos detectados: bono_excepcional alianza_gobierno_abierto (CDMX-AI-887) [urgent follow-up]. Descripciones de origen: bono_excepcional - alianza_gobierno_abierto (CDMX-AI-887) [urgent follow-up]."
todo_el_tiempo,2023-12,P0182,P0216,"['SOBORNO', 'DONATIVO_CRUZADO', 'NOMINA_PARALELA']",bono_excepcional criptodonativo ref PUE-HR-992 observatorio ciudadano,bono_excepcional; criptodonativo; ref PUE-HR-992; observatorio ciudadano,3,37096.020000000004,"En la ventana 'todo_el_tiempo', durante 2023-12 el subordinado P0216 envió 3 pagos al manager P0182 etiquetados como 'SOBORNO, DONATIVO_CRUZADO, NOMINA_PARALELA', acumulando 37,096.02 en monto total. Conceptos crudos detectados: bono_excepcional criptodonativo ref PUE-HR-992 observatorio ciudadano. Descripciones de origen: bono_excepcional; criptodonativo; ref PUE-HR-992; observatorio ciudadano."
