timeframe,pair,meses_con_coincidencia,prestamos_incumplidos,monto_prestamos_incumplidos,eventos_alta_frecuencia,riesgo_max,riesgo_promedio,interpretabilidad
todo_el_tiempo,P0079→P0243,1,1,65038.68,1,2.372000298304509,2.372000298304509,"Durante 'todo_el_tiempo', el par P0079→P0243 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 65,038.68 y 1 eventosde alta frecuencia, con riesgo máximo 2.37. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0147→P0016,1,1,63711.16,1,1.9123396819484977,1.9123396819484977,"Durante 'todo_el_tiempo', el par P0147→P0016 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 63,711.16 y 1 eventosde alta frecuencia, con riesgo máximo 1.91. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0030→P0272,1,1,62603.42,1,1.366754784392534,1.366754784392534,"Durante 'todo_el_tiempo', el par P0030→P0272 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 62,603.42 y 1 eventosde alta frecuencia, con riesgo máximo 1.37. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0317→P0033,1,1,62494.23,1,1.50154551315084,1.50154551315084,"Durante 'todo_el_tiempo', el par P0317→P0033 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 62,494.23 y 1 eventosde alta frecuencia, con riesgo máximo 1.50. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0126→P0065,1,1,61410.1,1,1.6297398408478558,1.6297398408478558,"Durante 'todo_el_tiempo', el par P0126→P0065 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 61,410.10 y 1 eventosde alta frecuencia, con riesgo máximo 1.63. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0121→P0088,1,1,60942.41,1,1.2946445930256192,1.2946445930256192,"Durante 'todo_el_tiempo', el par P0121→P0088 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 60,942.41 y 1 eventosde alta frecuencia, con riesgo máximo 1.29. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0022→P0019,1,1,59301.05,1,1.4826120062777948,1.4826120062777948,"Durante 'todo_el_tiempo', el par P0022→P0019 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 59,301.05 y 1 eventosde alta frecuencia, con riesgo máximo 1.48. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0030→P0192,1,1,58572.67,1,1.288450171407548,1.288450171407548,"Durante 'todo_el_tiempo', el par P0030→P0192 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 58,572.67 y 1 eventosde alta frecuencia, con riesgo máximo 1.29. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0006→P0306,1,1,58349.57,1,0.9486091253728021,0.9486091253728021,"Durante 'todo_el_tiempo', el par P0006→P0306 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 58,349.57 y 1 eventosde alta frecuencia, con riesgo máximo 0.95. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0110→P0153,1,1,58007.48,1,1.2755110513580232,1.2755110513580232,"Durante 'todo_el_tiempo', el par P0110→P0153 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 58,007.48 y 1 eventosde alta frecuencia, con riesgo máximo 1.28. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0111→P0089,1,1,57435.57,1,1.9469987208831339,1.9469987208831339,"Durante 'todo_el_tiempo', el par P0111→P0089 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 57,435.57 y 1 eventosde alta frecuencia, con riesgo máximo 1.95. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0166→P0255,1,1,57212.84,1,1.7421380514528941,1.7421380514528941,"Durante 'todo_el_tiempo', el par P0166→P0255 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 57,212.84 y 1 eventosde alta frecuencia, con riesgo máximo 1.74. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0091→P0161,1,1,56639.7,1,1.8325961682756549,1.8325961682756549,"Durante 'todo_el_tiempo', el par P0091→P0161 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 56,639.70 y 1 eventosde alta frecuencia, con riesgo máximo 1.83. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0043→P0022,1,1,56467.45,1,1.7352162416662837,1.7352162416662837,"Durante 'todo_el_tiempo', el par P0043→P0022 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 56,467.45 y 1 eventosde alta frecuencia, con riesgo máximo 1.74. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0030→P0170,1,1,55884.14,1,1.2334690986322705,1.2334690986322705,"Durante 'todo_el_tiempo', el par P0030→P0170 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,884.14 y 1 eventosde alta frecuencia, con riesgo máximo 1.23. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0094→P0178,1,1,55625.93,1,1.2946445930256192,1.2946445930256192,"Durante 'todo_el_tiempo', el par P0094→P0178 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,625.93 y 1 eventosde alta frecuencia, con riesgo máximo 1.29. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0017→P0303,1,1,55464.3,1,1.7370140253368356,1.7370140253368356,"Durante 'todo_el_tiempo', el par P0017→P0303 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,464.30 y 1 eventosde alta frecuencia, con riesgo máximo 1.74. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0226→P0261,1,1,55372.69,1,1.771636290366424,1.771636290366424,"Durante 'todo_el_tiempo', el par P0226→P0261 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,372.69 y 1 eventosde alta frecuencia, con riesgo máximo 1.77. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0058→P0258,1,1,55311.59,1,0.9010913347279289,0.9010913347279289,"Durante 'todo_el_tiempo', el par P0058→P0258 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,311.59 y 1 eventosde alta frecuencia, con riesgo máximo 0.90. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0285→P0317,1,1,55108.28,1,2.25089539752345,2.25089539752345,"Durante 'todo_el_tiempo', el par P0285→P0317 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,108.28 y 1 eventosde alta frecuencia, con riesgo máximo 2.25. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0091→P0214,1,1,55052.34,1,1.8258117146406767,1.8258117146406767,"Durante 'todo_el_tiempo', el par P0091→P0214 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 55,052.34 y 1 eventosde alta frecuencia, con riesgo máximo 1.83. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0309→P0225,1,1,54945.45,1,1.5120960527473852,1.5120960527473852,"Durante 'todo_el_tiempo', el par P0309→P0225 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 54,945.45 y 1 eventosde alta frecuencia, con riesgo máximo 1.51. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0034→P0007,1,1,54823.7,1,1.7925170529040542,1.7925170529040542,"Durante 'todo_el_tiempo', el par P0034→P0007 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 54,823.70 y 1 eventosde alta frecuencia, con riesgo máximo 1.79. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0180→P0227,1,1,54163.51,1,1.9229189471506043,1.9229189471506043,"Durante 'todo_el_tiempo', el par P0180→P0227 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 54,163.51 y 1 eventosde alta frecuencia, con riesgo máximo 1.92. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0122→P0269,1,1,54095.52,1,2.1758918341198434,2.1758918341198434,"Durante 'todo_el_tiempo', el par P0122→P0269 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 54,095.52 y 1 eventosde alta frecuencia, con riesgo máximo 2.18. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0112→P0037,1,1,53922.13,1,2.2516442779866206,2.2516442779866206,"Durante 'todo_el_tiempo', el par P0112→P0037 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 53,922.13 y 1 eventosde alta frecuencia, con riesgo máximo 2.25. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0039→P0177,1,1,53618.39,1,2.204755203181326,2.204755203181326,"Durante 'todo_el_tiempo', el par P0039→P0177 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 53,618.39 y 1 eventosde alta frecuencia, con riesgo máximo 2.20. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0304→P0266,1,1,53520.8,1,1.7006455015165607,1.7006455015165607,"Durante 'todo_el_tiempo', el par P0304→P0266 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 53,520.80 y 1 eventosde alta frecuencia, con riesgo máximo 1.70. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0269→P0131,1,1,53187.2,1,1.985880082830385,1.985880082830385,"Durante 'todo_el_tiempo', el par P0269→P0131 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 53,187.20 y 1 eventosde alta frecuencia, con riesgo máximo 1.99. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0123→P0259,1,1,53084.52,1,1.4915831051884105,1.4915831051884105,"Durante 'todo_el_tiempo', el par P0123→P0259 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 53,084.52 y 1 eventosde alta frecuencia, con riesgo máximo 1.49. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0047→P0014,1,1,52576.12,1,1.476654957751465,1.476654957751465,"Durante 'todo_el_tiempo', el par P0047→P0014 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 52,576.12 y 1 eventosde alta frecuencia, con riesgo máximo 1.48. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0059→P0272,1,1,52097.62,1,1.5995631008713924,1.5995631008713924,"Durante 'todo_el_tiempo', el par P0059→P0272 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 52,097.62 y 1 eventosde alta frecuencia, con riesgo máximo 1.60. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0320→P0005,1,1,52009.83,1,1.256832056238887,1.256832056238887,"Durante 'todo_el_tiempo', el par P0320→P0005 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 52,009.83 y 1 eventosde alta frecuencia, con riesgo máximo 1.26. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0015→P0165,1,1,51652.56,1,2.23998240637647,2.23998240637647,"Durante 'todo_el_tiempo', el par P0015→P0165 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 51,652.56 y 1 eventosde alta frecuencia, con riesgo máximo 2.24. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0237→P0151,1,1,51473.31,1,1.727277709509828,1.727277709509828,"Durante 'todo_el_tiempo', el par P0237→P0151 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 51,473.31 y 1 eventosde alta frecuencia, con riesgo máximo 1.73. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
todo_el_tiempo,P0014→P0136,1,1,51216.42,1,1.9991355351310554,1.9991355351310554,"Durante 'todo_el_tiempo', el par P0014→P0136 combinó préstamos con repago ≤50% y ráfagas de ≥5 transacciones/30 días en 1 meses. Se detectaron 1 préstamos incumplidos por 51,216.42 y 1 eventosde alta frecuencia, con riesgo máximo 2.00. Se utilizó una heurística para aproximar préstamos incumplidos y ráfagas (freq≥2 y ratio≤0.50 (flexible)). Los patrones se observaron de forma flexible aun cuando no coincidieron exactamente en el mismo mes. Se redujo el requisito estricto de meses para resaltar la reiteración de la conducta."
