timeframe,persona,desbalance_persona_monto_neto,desbalance_persona_meses_envia_extremo,desbalance_persona_meses_recibe_extremo,interpretabilidad
todo_el_tiempo,P0096,-99454.1,0,0,"En la ventana 'todo_el_tiempo', la persona P0096 presenta un desbalance neto de -99,454.10, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0245,-97986.54,0,1,"En la ventana 'todo_el_tiempo', la persona P0245 presenta un desbalance neto de -97,986.54, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0016,-97081.5,0,0,"En la ventana 'todo_el_tiempo', la persona P0016 presenta un desbalance neto de -97,081.50, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0231,-96844.46,0,1,"En la ventana 'todo_el_tiempo', la persona P0231 presenta un desbalance neto de -96,844.46, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0098,-96648.43,0,1,"En la ventana 'todo_el_tiempo', la persona P0098 presenta un desbalance neto de -96,648.43, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0227,-95478.69000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0227 presenta un desbalance neto de -95,478.69, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0214,-94533.32,0,0,"En la ventana 'todo_el_tiempo', la persona P0214 presenta un desbalance neto de -94,533.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0027,-93240.16,0,0,"En la ventana 'todo_el_tiempo', la persona P0027 presenta un desbalance neto de -93,240.16, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0239,92385.93000000002,1,0,"En la ventana 'todo_el_tiempo', la persona P0239 presenta un desbalance neto de 92,385.93, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0178,-91940.11,0,1,"En la ventana 'todo_el_tiempo', la persona P0178 presenta un desbalance neto de -91,940.11, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0282,-91907.32,0,0,"En la ventana 'todo_el_tiempo', la persona P0282 presenta un desbalance neto de -91,907.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0014,91494.66999999998,1,1,"En la ventana 'todo_el_tiempo', la persona P0014 presenta un desbalance neto de 91,494.67, con meses extremos al enviar: 1 y al recibir: 1."
todo_el_tiempo,P0047,91100.83000000002,2,0,"En la ventana 'todo_el_tiempo', la persona P0047 presenta un desbalance neto de 91,100.83, con meses extremos al enviar: 2 y al recibir: 0."
todo_el_tiempo,P0259,-89994.12999999999,0,1,"En la ventana 'todo_el_tiempo', la persona P0259 presenta un desbalance neto de -89,994.13, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0308,-88506.69,0,0,"En la ventana 'todo_el_tiempo', la persona P0308 presenta un desbalance neto de -88,506.69, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0285,87419.31,0,0,"En la ventana 'todo_el_tiempo', la persona P0285 presenta un desbalance neto de 87,419.31, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0171,-87238.00999999998,0,1,"En la ventana 'todo_el_tiempo', la persona P0171 presenta un desbalance neto de -87,238.01, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0318,87100.09,0,0,"En la ventana 'todo_el_tiempo', la persona P0318 presenta un desbalance neto de 87,100.09, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0249,-86490.12,0,0,"En la ventana 'todo_el_tiempo', la persona P0249 presenta un desbalance neto de -86,490.12, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0295,-85771.52,0,0,"En la ventana 'todo_el_tiempo', la persona P0295 presenta un desbalance neto de -85,771.52, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0062,-85755.17000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0062 presenta un desbalance neto de -85,755.17, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0126,85522.25,1,0,"En la ventana 'todo_el_tiempo', la persona P0126 presenta un desbalance neto de 85,522.25, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0019,-85462.56,0,1,"En la ventana 'todo_el_tiempo', la persona P0019 presenta un desbalance neto de -85,462.56, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0158,-84541.22,0,0,"En la ventana 'todo_el_tiempo', la persona P0158 presenta un desbalance neto de -84,541.22, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0320,83631.21,1,0,"En la ventana 'todo_el_tiempo', la persona P0320 presenta un desbalance neto de 83,631.21, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0122,83112.85999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0122 presenta un desbalance neto de 83,112.86, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0087,82819.59,1,0,"En la ventana 'todo_el_tiempo', la persona P0087 presenta un desbalance neto de 82,819.59, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0304,82552.30000000002,1,0,"En la ventana 'todo_el_tiempo', la persona P0304 presenta un desbalance neto de 82,552.30, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0268,82122.86,1,0,"En la ventana 'todo_el_tiempo', la persona P0268 presenta un desbalance neto de 82,122.86, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0043,81577.81999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0043 presenta un desbalance neto de 81,577.82, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0129,80895.79,0,0,"En la ventana 'todo_el_tiempo', la persona P0129 presenta un desbalance neto de 80,895.79, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0305,80018.77,0,0,"En la ventana 'todo_el_tiempo', la persona P0305 presenta un desbalance neto de 80,018.77, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0185,77920.19,1,0,"En la ventana 'todo_el_tiempo', la persona P0185 presenta un desbalance neto de 77,920.19, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0156,-77809.13,0,0,"En la ventana 'todo_el_tiempo', la persona P0156 presenta un desbalance neto de -77,809.13, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0139,77026.09,0,0,"En la ventana 'todo_el_tiempo', la persona P0139 presenta un desbalance neto de 77,026.09, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0312,-76894.88,0,0,"En la ventana 'todo_el_tiempo', la persona P0312 presenta un desbalance neto de -76,894.88, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0224,76690.93000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0224 presenta un desbalance neto de 76,690.93, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0258,-76063.48,0,0,"En la ventana 'todo_el_tiempo', la persona P0258 presenta un desbalance neto de -76,063.48, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0283,75329.98000000001,1,0,"En la ventana 'todo_el_tiempo', la persona P0283 presenta un desbalance neto de 75,329.98, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0004,74519.76000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0004 presenta un desbalance neto de 74,519.76, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0055,-72175.4,0,1,"En la ventana 'todo_el_tiempo', la persona P0055 presenta un desbalance neto de -72,175.40, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0115,-71309.78,0,0,"En la ventana 'todo_el_tiempo', la persona P0115 presenta un desbalance neto de -71,309.78, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0179,70687.41,1,0,"En la ventana 'todo_el_tiempo', la persona P0179 presenta un desbalance neto de 70,687.41, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0040,70659.95999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0040 presenta un desbalance neto de 70,659.96, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0131,70367.47000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0131 presenta un desbalance neto de 70,367.47, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0247,70125.63,0,0,"En la ventana 'todo_el_tiempo', la persona P0247 presenta un desbalance neto de 70,125.63, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0034,69925.45999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0034 presenta un desbalance neto de 69,925.46, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0319,-69867.47,0,1,"En la ventana 'todo_el_tiempo', la persona P0319 presenta un desbalance neto de -69,867.47, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0114,-68988.38999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0114 presenta un desbalance neto de -68,988.39, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0121,68976.79,0,0,"En la ventana 'todo_el_tiempo', la persona P0121 presenta un desbalance neto de 68,976.79, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0186,68920.84999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0186 presenta un desbalance neto de 68,920.85, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0235,-68549.37000000001,0,1,"En la ventana 'todo_el_tiempo', la persona P0235 presenta un desbalance neto de -68,549.37, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0220,68037.1,1,0,"En la ventana 'todo_el_tiempo', la persona P0220 presenta un desbalance neto de 68,037.10, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0276,67493.54,0,0,"En la ventana 'todo_el_tiempo', la persona P0276 presenta un desbalance neto de 67,493.54, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0167,-67227.79,0,0,"En la ventana 'todo_el_tiempo', la persona P0167 presenta un desbalance neto de -67,227.79, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0063,-66953.25,0,0,"En la ventana 'todo_el_tiempo', la persona P0063 presenta un desbalance neto de -66,953.25, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0002,66622.32,0,0,"En la ventana 'todo_el_tiempo', la persona P0002 presenta un desbalance neto de 66,622.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0145,66410.20000000001,1,0,"En la ventana 'todo_el_tiempo', la persona P0145 presenta un desbalance neto de 66,410.20, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0166,65074.41,1,1,"En la ventana 'todo_el_tiempo', la persona P0166 presenta un desbalance neto de 65,074.41, con meses extremos al enviar: 1 y al recibir: 1."
todo_el_tiempo,P0101,65073.54000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0101 presenta un desbalance neto de 65,073.54, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0221,65058.29000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0221 presenta un desbalance neto de 65,058.29, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0252,-64543.11000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0252 presenta un desbalance neto de -64,543.11, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0059,64498.91,0,0,"En la ventana 'todo_el_tiempo', la persona P0059 presenta un desbalance neto de 64,498.91, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0025,63855.73000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0025 presenta un desbalance neto de 63,855.73, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0067,63451.13,0,0,"En la ventana 'todo_el_tiempo', la persona P0067 presenta un desbalance neto de 63,451.13, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0198,63232.42,1,0,"En la ventana 'todo_el_tiempo', la persona P0198 presenta un desbalance neto de 63,232.42, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0033,-63086.4,0,0,"En la ventana 'todo_el_tiempo', la persona P0033 presenta un desbalance neto de -63,086.40, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0097,-62359.0,0,0,"En la ventana 'todo_el_tiempo', la persona P0097 presenta un desbalance neto de -62,359.00, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0050,-62072.479999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0050 presenta un desbalance neto de -62,072.48, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0225,-61539.26999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0225 presenta un desbalance neto de -61,539.27, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0292,61228.28999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0292 presenta un desbalance neto de 61,228.29, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0134,-61001.619999999995,0,1,"En la ventana 'todo_el_tiempo', la persona P0134 presenta un desbalance neto de -61,001.62, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0269,-60989.35,0,1,"En la ventana 'todo_el_tiempo', la persona P0269 presenta un desbalance neto de -60,989.35, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0142,-60140.009999999995,0,0,"En la ventana 'todo_el_tiempo', la persona P0142 presenta un desbalance neto de -60,140.01, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0313,59912.380000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0313 presenta un desbalance neto de 59,912.38, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0048,59651.149999999994,0,0,"En la ventana 'todo_el_tiempo', la persona P0048 presenta un desbalance neto de 59,651.15, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0213,-59136.07,0,0,"En la ventana 'todo_el_tiempo', la persona P0213 presenta un desbalance neto de -59,136.07, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0049,-58949.32000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0049 presenta un desbalance neto de -58,949.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0250,57516.44,0,0,"En la ventana 'todo_el_tiempo', la persona P0250 presenta un desbalance neto de 57,516.44, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0161,-57297.04999999999,0,2,"En la ventana 'todo_el_tiempo', la persona P0161 presenta un desbalance neto de -57,297.05, con meses extremos al enviar: 0 y al recibir: 2."
todo_el_tiempo,P0201,56964.89000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0201 presenta un desbalance neto de 56,964.89, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0204,56126.64,0,0,"En la ventana 'todo_el_tiempo', la persona P0204 presenta un desbalance neto de 56,126.64, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0128,55852.56,0,0,"En la ventana 'todo_el_tiempo', la persona P0128 presenta un desbalance neto de 55,852.56, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0189,55796.979999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0189 presenta un desbalance neto de 55,796.98, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0263,55456.529999999984,0,0,"En la ventana 'todo_el_tiempo', la persona P0263 presenta un desbalance neto de 55,456.53, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0069,55373.439999999995,1,0,"En la ventana 'todo_el_tiempo', la persona P0069 presenta un desbalance neto de 55,373.44, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0106,-55136.93000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0106 presenta un desbalance neto de -55,136.93, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0077,-54743.09,0,0,"En la ventana 'todo_el_tiempo', la persona P0077 presenta un desbalance neto de -54,743.09, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0095,54623.52999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0095 presenta un desbalance neto de 54,623.53, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0209,53404.36,0,0,"En la ventana 'todo_el_tiempo', la persona P0209 presenta un desbalance neto de 53,404.36, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0012,52743.659999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0012 presenta un desbalance neto de 52,743.66, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0091,51908.34,1,1,"En la ventana 'todo_el_tiempo', la persona P0091 presenta un desbalance neto de 51,908.34, con meses extremos al enviar: 1 y al recibir: 1."
todo_el_tiempo,P0287,-51882.12000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0287 presenta un desbalance neto de -51,882.12, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0127,-51416.31999999999,0,1,"En la ventana 'todo_el_tiempo', la persona P0127 presenta un desbalance neto de -51,416.32, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0196,50825.83,0,0,"En la ventana 'todo_el_tiempo', la persona P0196 presenta un desbalance neto de 50,825.83, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0233,50775.92,0,0,"En la ventana 'todo_el_tiempo', la persona P0233 presenta un desbalance neto de 50,775.92, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0160,-50091.47000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0160 presenta un desbalance neto de -50,091.47, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0089,-49999.81,0,1,"En la ventana 'todo_el_tiempo', la persona P0089 presenta un desbalance neto de -49,999.81, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0200,49980.07,0,0,"En la ventana 'todo_el_tiempo', la persona P0200 presenta un desbalance neto de 49,980.07, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0054,-49974.71000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0054 presenta un desbalance neto de -49,974.71, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0260,-49815.26000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0260 presenta un desbalance neto de -49,815.26, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0154,49412.06,0,0,"En la ventana 'todo_el_tiempo', la persona P0154 presenta un desbalance neto de 49,412.06, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0194,49370.979999999996,1,0,"En la ventana 'todo_el_tiempo', la persona P0194 presenta un desbalance neto de 49,370.98, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0058,-49242.87000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0058 presenta un desbalance neto de -49,242.87, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0001,-49202.12999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0001 presenta un desbalance neto de -49,202.13, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0274,49160.86,0,0,"En la ventana 'todo_el_tiempo', la persona P0274 presenta un desbalance neto de 49,160.86, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0072,48686.54,1,0,"En la ventana 'todo_el_tiempo', la persona P0072 presenta un desbalance neto de 48,686.54, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0174,-48474.890000000014,0,0,"En la ventana 'todo_el_tiempo', la persona P0174 presenta un desbalance neto de -48,474.89, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0228,47511.880000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0228 presenta un desbalance neto de 47,511.88, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0103,47304.77,0,0,"En la ventana 'todo_el_tiempo', la persona P0103 presenta un desbalance neto de 47,304.77, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0237,47265.649999999994,1,0,"En la ventana 'todo_el_tiempo', la persona P0237 presenta un desbalance neto de 47,265.65, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0262,-46866.32000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0262 presenta un desbalance neto de -46,866.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0219,-46309.40000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0219 presenta un desbalance neto de -46,309.40, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0284,-46192.72,0,0,"En la ventana 'todo_el_tiempo', la persona P0284 presenta un desbalance neto de -46,192.72, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0203,45943.38,0,0,"En la ventana 'todo_el_tiempo', la persona P0203 presenta un desbalance neto de 45,943.38, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0193,-45915.48,0,0,"En la ventana 'todo_el_tiempo', la persona P0193 presenta un desbalance neto de -45,915.48, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0037,-45702.36,0,0,"En la ventana 'todo_el_tiempo', la persona P0037 presenta un desbalance neto de -45,702.36, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0270,45071.72,0,0,"En la ventana 'todo_el_tiempo', la persona P0270 presenta un desbalance neto de 45,071.72, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0074,44605.39,0,0,"En la ventana 'todo_el_tiempo', la persona P0074 presenta un desbalance neto de 44,605.39, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0116,44532.97,1,0,"En la ventana 'todo_el_tiempo', la persona P0116 presenta un desbalance neto de 44,532.97, con meses extremos al enviar: 1 y al recibir: 0."
