timeframe,month_id,receptor-user_id,inflow,emisores_unicos,n_tx,risk_avg,centralidad,interpretabilidad
todo_el_tiempo,2020-10,P0284,19244.54,1,1,0.9010913347279289,19244.54,"En 2020-10 (todo_el_tiempo), el receptor P0284 recibió 19,244.54 de 1 emisores únicos a través de 1 pagos, logrando centralidad 19244.54 y riesgo promedio 0.90."
todo_el_tiempo,2020-11,P0102,38522.71,1,1,0.9180428322880736,38522.71,"En 2020-11 (todo_el_tiempo), el receptor P0102 recibió 38,522.71 de 1 emisores únicos a través de 1 pagos, logrando centralidad 38522.71 y riesgo promedio 0.92."
todo_el_tiempo,2021-01,P0316,60012.97,1,1,0.9010913347279289,60012.97,"En 2021-01 (todo_el_tiempo), el receptor P0316 recibió 60,012.97 de 1 emisores únicos a través de 1 pagos, logrando centralidad 60012.97 y riesgo promedio 0.90."
todo_el_tiempo,2021-01,P0260,15632.8,1,1,0.9193894510638388,15632.8,"En 2021-01 (todo_el_tiempo), el receptor P0260 recibió 15,632.80 de 1 emisores únicos a través de 1 pagos, logrando centralidad 15632.80 y riesgo promedio 0.92."
todo_el_tiempo,2021-03,P0173,26965.43,1,1,1.4599398399997816,26965.43,"En 2021-03 (todo_el_tiempo), el receptor P0173 recibió 26,965.43 de 1 emisores únicos a través de 1 pagos, logrando centralidad 26965.43 y riesgo promedio 1.46."
todo_el_tiempo,2021-03,P0234,848.86,1,1,0.9010913347279289,848.86,"En 2021-03 (todo_el_tiempo), el receptor P0234 recibió 848.86 de 1 emisores únicos a través de 1 pagos, logrando centralidad 848.86 y riesgo promedio 0.90."
todo_el_tiempo,2021-04,P0047,11340.85,1,1,0.9010913347279289,11340.85,"En 2021-04 (todo_el_tiempo), el receptor P0047 recibió 11,340.85 de 1 emisores únicos a través de 1 pagos, logrando centralidad 11340.85 y riesgo promedio 0.90."
todo_el_tiempo,2021-04,P0317,10858.08,1,1,0.9010913347279289,10858.08,"En 2021-04 (todo_el_tiempo), el receptor P0317 recibió 10,858.08 de 1 emisores únicos a través de 1 pagos, logrando centralidad 10858.08 y riesgo promedio 0.90."
todo_el_tiempo,2021-07,P0234,21892.77,1,1,0.9199661466568925,21892.77,"En 2021-07 (todo_el_tiempo), el receptor P0234 recibió 21,892.77 de 1 emisores únicos a través de 1 pagos, logrando centralidad 21892.77 y riesgo promedio 0.92."
todo_el_tiempo,2021-07,P0251,16029.47,1,1,0.9010913347279289,16029.47,"En 2021-07 (todo_el_tiempo), el receptor P0251 recibió 16,029.47 de 1 emisores únicos a través de 1 pagos, logrando centralidad 16029.47 y riesgo promedio 0.90."
todo_el_tiempo,2021-08,P0138,21993.5,1,1,0.9010913347279289,21993.5,"En 2021-08 (todo_el_tiempo), el receptor P0138 recibió 21,993.50 de 1 emisores únicos a través de 1 pagos, logrando centralidad 21993.50 y riesgo promedio 0.90."
todo_el_tiempo,2021-09,P0054,18769.87,1,1,0.9231334075721664,18769.87,"En 2021-09 (todo_el_tiempo), el receptor P0054 recibió 18,769.87 de 1 emisores únicos a través de 1 pagos, logrando centralidad 18769.87 y riesgo promedio 0.92."
todo_el_tiempo,2021-09,P0136,1238.58,1,1,0.9010913347279289,1238.58,"En 2021-09 (todo_el_tiempo), el receptor P0136 recibió 1,238.58 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1238.58 y riesgo promedio 0.90."
todo_el_tiempo,2021-12,P0022,24859.1,1,1,0.9010913347279289,24859.1,"En 2021-12 (todo_el_tiempo), el receptor P0022 recibió 24,859.10 de 1 emisores únicos a través de 1 pagos, logrando centralidad 24859.10 y riesgo promedio 0.90."
todo_el_tiempo,2021-12,P0112,9922.33,1,1,0.9194855847636744,9922.33,"En 2021-12 (todo_el_tiempo), el receptor P0112 recibió 9,922.33 de 1 emisores únicos a través de 1 pagos, logrando centralidad 9922.33 y riesgo promedio 0.92."
todo_el_tiempo,2022-01,P0254,1081.62,1,1,0.9010913347279289,1081.62,"En 2022-01 (todo_el_tiempo), el receptor P0254 recibió 1,081.62 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1081.62 y riesgo promedio 0.90."
todo_el_tiempo,2022-02,P0246,47866.65,1,1,1.133415478039238,47866.65,"En 2022-02 (todo_el_tiempo), el receptor P0246 recibió 47,866.65 de 1 emisores únicos a través de 1 pagos, logrando centralidad 47866.65 y riesgo promedio 1.13."
todo_el_tiempo,2022-02,P0037,39520.51,1,1,0.9010913347279289,39520.51,"En 2022-02 (todo_el_tiempo), el receptor P0037 recibió 39,520.51 de 1 emisores únicos a través de 1 pagos, logrando centralidad 39520.51 y riesgo promedio 0.90."
todo_el_tiempo,2022-02,P0051,16495.78,1,1,0.9010913347279289,16495.78,"En 2022-02 (todo_el_tiempo), el receptor P0051 recibió 16,495.78 de 1 emisores únicos a través de 1 pagos, logrando centralidad 16495.78 y riesgo promedio 0.90."
todo_el_tiempo,2022-02,P0183,14421.87,1,1,0.9010913347279289,14421.87,"En 2022-02 (todo_el_tiempo), el receptor P0183 recibió 14,421.87 de 1 emisores únicos a través de 1 pagos, logrando centralidad 14421.87 y riesgo promedio 0.90."
todo_el_tiempo,2022-03,P0220,68303.75,1,1,0.9010913347279289,68303.75,"En 2022-03 (todo_el_tiempo), el receptor P0220 recibió 68,303.75 de 1 emisores únicos a través de 1 pagos, logrando centralidad 68303.75 y riesgo promedio 0.90."
todo_el_tiempo,2022-03,P0242,1212.66,1,1,0.9010913347279289,1212.66,"En 2022-03 (todo_el_tiempo), el receptor P0242 recibió 1,212.66 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1212.66 y riesgo promedio 0.90."
todo_el_tiempo,2022-04,P0173,32047.72,1,1,0.9828059825230567,32047.72,"En 2022-04 (todo_el_tiempo), el receptor P0173 recibió 32,047.72 de 1 emisores únicos a través de 1 pagos, logrando centralidad 32047.72 y riesgo promedio 0.98."
todo_el_tiempo,2022-04,P0116,18458.05,1,1,0.9443365056769186,18458.05,"En 2022-04 (todo_el_tiempo), el receptor P0116 recibió 18,458.05 de 1 emisores únicos a través de 1 pagos, logrando centralidad 18458.05 y riesgo promedio 0.94."
todo_el_tiempo,2022-04,P0162,1101.61,1,1,0.9010913347279289,1101.61,"En 2022-04 (todo_el_tiempo), el receptor P0162 recibió 1,101.61 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1101.61 y riesgo promedio 0.90."
todo_el_tiempo,2022-05,P0185,12990.25,1,1,1.3282069939850116,12990.25,"En 2022-05 (todo_el_tiempo), el receptor P0185 recibió 12,990.25 de 1 emisores únicos a través de 1 pagos, logrando centralidad 12990.25 y riesgo promedio 1.33."
todo_el_tiempo,2022-06,P0096,9761.97,1,1,1.145912973264641,9761.97,"En 2022-06 (todo_el_tiempo), el receptor P0096 recibió 9,761.97 de 1 emisores únicos a través de 1 pagos, logrando centralidad 9761.97 y riesgo promedio 1.15."
todo_el_tiempo,2022-06,P0197,7984.36,1,1,0.9010913347279289,7984.36,"En 2022-06 (todo_el_tiempo), el receptor P0197 recibió 7,984.36 de 1 emisores únicos a través de 1 pagos, logrando centralidad 7984.36 y riesgo promedio 0.90."
todo_el_tiempo,2022-06,P0019,1057.77,1,1,0.9010913347279289,1057.77,"En 2022-06 (todo_el_tiempo), el receptor P0019 recibió 1,057.77 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1057.77 y riesgo promedio 0.90."
todo_el_tiempo,2022-07,P0176,31863.77,1,1,1.2946445930256192,31863.77,"En 2022-07 (todo_el_tiempo), el receptor P0176 recibió 31,863.77 de 1 emisores únicos a través de 1 pagos, logrando centralidad 31863.77 y riesgo promedio 1.29."
todo_el_tiempo,2022-07,P0140,8643.98,1,1,0.9010913347279289,8643.98,"En 2022-07 (todo_el_tiempo), el receptor P0140 recibió 8,643.98 de 1 emisores únicos a través de 1 pagos, logrando centralidad 8643.98 y riesgo promedio 0.90."
todo_el_tiempo,2022-09,P0102,30680.58,1,1,0.9010913347279289,30680.58,"En 2022-09 (todo_el_tiempo), el receptor P0102 recibió 30,680.58 de 1 emisores únicos a través de 1 pagos, logrando centralidad 30680.58 y riesgo promedio 0.90."
todo_el_tiempo,2022-09,P0155,23789.44,1,1,0.9010913347279289,23789.44,"En 2022-09 (todo_el_tiempo), el receptor P0155 recibió 23,789.44 de 1 emisores únicos a través de 1 pagos, logrando centralidad 23789.44 y riesgo promedio 0.90."
todo_el_tiempo,2022-11,P0002,8268.72,1,1,0.9423544862472102,8268.72,"En 2022-11 (todo_el_tiempo), el receptor P0002 recibió 8,268.72 de 1 emisores únicos a través de 1 pagos, logrando centralidad 8268.72 y riesgo promedio 0.94."
todo_el_tiempo,2022-12,P0169,7318.94,1,1,0.9010913347279289,7318.94,"En 2022-12 (todo_el_tiempo), el receptor P0169 recibió 7,318.94 de 1 emisores únicos a través de 1 pagos, logrando centralidad 7318.94 y riesgo promedio 0.90."
todo_el_tiempo,2023-02,P0176,19885.76,1,1,0.9172727090952107,19885.76,"En 2023-02 (todo_el_tiempo), el receptor P0176 recibió 19,885.76 de 1 emisores únicos a través de 1 pagos, logrando centralidad 19885.76 y riesgo promedio 0.92."
todo_el_tiempo,2023-04,P0195,12691.44,1,1,0.9010913347279289,12691.44,"En 2023-04 (todo_el_tiempo), el receptor P0195 recibió 12,691.44 de 1 emisores únicos a través de 1 pagos, logrando centralidad 12691.44 y riesgo promedio 0.90."
todo_el_tiempo,2023-04,P0232,4896.14,1,1,0.9010913347279289,4896.14,"En 2023-04 (todo_el_tiempo), el receptor P0232 recibió 4,896.14 de 1 emisores únicos a través de 1 pagos, logrando centralidad 4896.14 y riesgo promedio 0.90."
todo_el_tiempo,2023-04,P0013,1109.75,1,1,0.9174652826685434,1109.75,"En 2023-04 (todo_el_tiempo), el receptor P0013 recibió 1,109.75 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1109.75 y riesgo promedio 0.92."
todo_el_tiempo,2023-05,P0003,52482.71,1,1,0.9010913347279289,52482.71,"En 2023-05 (todo_el_tiempo), el receptor P0003 recibió 52,482.71 de 1 emisores únicos a través de 1 pagos, logrando centralidad 52482.71 y riesgo promedio 0.90."
todo_el_tiempo,2023-05,P0052,24583.82,1,1,0.9010913347279289,24583.82,"En 2023-05 (todo_el_tiempo), el receptor P0052 recibió 24,583.82 de 1 emisores únicos a través de 1 pagos, logrando centralidad 24583.82 y riesgo promedio 0.90."
todo_el_tiempo,2023-05,P0031,23022.54,1,1,0.9010913347279289,23022.54,"En 2023-05 (todo_el_tiempo), el receptor P0031 recibió 23,022.54 de 1 emisores únicos a través de 1 pagos, logrando centralidad 23022.54 y riesgo promedio 0.90."
todo_el_tiempo,2023-06,P0163,13870.41,1,1,1.1032224884202084,13870.41,"En 2023-06 (todo_el_tiempo), el receptor P0163 recibió 13,870.41 de 1 emisores únicos a través de 1 pagos, logrando centralidad 13870.41 y riesgo promedio 1.10."
todo_el_tiempo,2023-06,P0267,10985.37,1,1,0.9010913347279289,10985.37,"En 2023-06 (todo_el_tiempo), el receptor P0267 recibió 10,985.37 de 1 emisores únicos a través de 1 pagos, logrando centralidad 10985.37 y riesgo promedio 0.90."
todo_el_tiempo,2023-07,P0182,8002.74,1,1,0.9010913347279289,8002.74,"En 2023-07 (todo_el_tiempo), el receptor P0182 recibió 8,002.74 de 1 emisores únicos a través de 1 pagos, logrando centralidad 8002.74 y riesgo promedio 0.90."
todo_el_tiempo,2023-08,P0068,20826.12,1,1,1.1198082244602405,20826.12,"En 2023-08 (todo_el_tiempo), el receptor P0068 recibió 20,826.12 de 1 emisores únicos a través de 1 pagos, logrando centralidad 20826.12 y riesgo promedio 1.12."
todo_el_tiempo,2023-08,P0085,9267.32,1,1,1.1032224884202084,9267.32,"En 2023-08 (todo_el_tiempo), el receptor P0085 recibió 9,267.32 de 1 emisores únicos a través de 1 pagos, logrando centralidad 9267.32 y riesgo promedio 1.10."
todo_el_tiempo,2023-08,P0162,7998.49,1,1,1.2946445930256192,7998.49,"En 2023-08 (todo_el_tiempo), el receptor P0162 recibió 7,998.49 de 1 emisores únicos a través de 1 pagos, logrando centralidad 7998.49 y riesgo promedio 1.29."
todo_el_tiempo,2023-10,P0190,14976.85,1,1,0.9504522453550461,14976.85,"En 2023-10 (todo_el_tiempo), el receptor P0190 recibió 14,976.85 de 1 emisores únicos a través de 1 pagos, logrando centralidad 14976.85 y riesgo promedio 0.95."
todo_el_tiempo,2023-10,P0113,11984.65,1,1,1.1373237045365117,11984.65,"En 2023-10 (todo_el_tiempo), el receptor P0113 recibió 11,984.65 de 1 emisores únicos a través de 1 pagos, logrando centralidad 11984.65 y riesgo promedio 1.14."
todo_el_tiempo,2023-10,P0160,10910.48,1,1,0.9010913347279289,10910.48,"En 2023-10 (todo_el_tiempo), el receptor P0160 recibió 10,910.48 de 1 emisores únicos a través de 1 pagos, logrando centralidad 10910.48 y riesgo promedio 0.90."
todo_el_tiempo,2023-10,P0316,1280.72,1,1,0.9010913347279289,1280.72,"En 2023-10 (todo_el_tiempo), el receptor P0316 recibió 1,280.72 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1280.72 y riesgo promedio 0.90."
todo_el_tiempo,2023-11,P0181,89011.44,1,1,1.1297408140068628,89011.44,"En 2023-11 (todo_el_tiempo), el receptor P0181 recibió 89,011.44 de 1 emisores únicos a través de 1 pagos, logrando centralidad 89011.44 y riesgo promedio 1.13."
todo_el_tiempo,2023-12,P0030,19807.69,1,1,0.9010913347279289,19807.69,"En 2023-12 (todo_el_tiempo), el receptor P0030 recibió 19,807.69 de 1 emisores únicos a través de 1 pagos, logrando centralidad 19807.69 y riesgo promedio 0.90."
todo_el_tiempo,2023-12,P0312,7535.39,1,1,0.9010913347279289,7535.39,"En 2023-12 (todo_el_tiempo), el receptor P0312 recibió 7,535.39 de 1 emisores únicos a través de 1 pagos, logrando centralidad 7535.39 y riesgo promedio 0.90."
todo_el_tiempo,2024-01,P0253,7454.98,1,1,1.468601110767432,7454.98,"En 2024-01 (todo_el_tiempo), el receptor P0253 recibió 7,454.98 de 1 emisores únicos a través de 1 pagos, logrando centralidad 7454.98 y riesgo promedio 1.47."
todo_el_tiempo,2024-02,P0090,40990.58,1,1,0.9697390044977381,40990.58,"En 2024-02 (todo_el_tiempo), el receptor P0090 recibió 40,990.58 de 1 emisores únicos a través de 1 pagos, logrando centralidad 40990.58 y riesgo promedio 0.97."
todo_el_tiempo,2024-02,P0238,27534.8,1,1,0.9010913347279289,27534.8,"En 2024-02 (todo_el_tiempo), el receptor P0238 recibió 27,534.80 de 1 emisores únicos a través de 1 pagos, logrando centralidad 27534.80 y riesgo promedio 0.90."
todo_el_tiempo,2024-02,P0302,13867.77,1,1,0.9010913347279289,13867.77,"En 2024-02 (todo_el_tiempo), el receptor P0302 recibió 13,867.77 de 1 emisores únicos a través de 1 pagos, logrando centralidad 13867.77 y riesgo promedio 0.90."
todo_el_tiempo,2024-02,P0190,13718.92,1,1,1.1032224884202084,13718.92,"En 2024-02 (todo_el_tiempo), el receptor P0190 recibió 13,718.92 de 1 emisores únicos a través de 1 pagos, logrando centralidad 13718.92 y riesgo promedio 1.10."
todo_el_tiempo,2024-03,P0243,12029.18,1,1,1.0975347876666206,12029.18,"En 2024-03 (todo_el_tiempo), el receptor P0243 recibió 12,029.18 de 1 emisores únicos a través de 1 pagos, logrando centralidad 12029.18 y riesgo promedio 1.10."
todo_el_tiempo,2024-04,P0197,7662.52,1,1,1.1264657031043104,7662.52,"En 2024-04 (todo_el_tiempo), el receptor P0197 recibió 7,662.52 de 1 emisores únicos a través de 1 pagos, logrando centralidad 7662.52 y riesgo promedio 1.13."
todo_el_tiempo,2024-06,P0258,14665.65,1,1,0.9010913347279289,14665.65,"En 2024-06 (todo_el_tiempo), el receptor P0258 recibió 14,665.65 de 1 emisores únicos a través de 1 pagos, logrando centralidad 14665.65 y riesgo promedio 0.90."
todo_el_tiempo,2024-06,P0263,1618.2,1,1,0.9010913347279289,1618.2,"En 2024-06 (todo_el_tiempo), el receptor P0263 recibió 1,618.20 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1618.20 y riesgo promedio 0.90."
todo_el_tiempo,2024-07,P0021,45019.17,1,1,0.9010913347279289,45019.17,"En 2024-07 (todo_el_tiempo), el receptor P0021 recibió 45,019.17 de 1 emisores únicos a través de 1 pagos, logrando centralidad 45019.17 y riesgo promedio 0.90."
todo_el_tiempo,2024-07,P0148,15852.6,1,1,0.9010913347279289,15852.6,"En 2024-07 (todo_el_tiempo), el receptor P0148 recibió 15,852.60 de 1 emisores únicos a través de 1 pagos, logrando centralidad 15852.60 y riesgo promedio 0.90."
todo_el_tiempo,2024-07,P0123,10939.82,1,1,0.9010913347279289,10939.82,"En 2024-07 (todo_el_tiempo), el receptor P0123 recibió 10,939.82 de 1 emisores únicos a través de 1 pagos, logrando centralidad 10939.82 y riesgo promedio 0.90."
todo_el_tiempo,2024-08,P0124,8867.2,1,1,0.9010913347279289,8867.2,"En 2024-08 (todo_el_tiempo), el receptor P0124 recibió 8,867.20 de 1 emisores únicos a través de 1 pagos, logrando centralidad 8867.20 y riesgo promedio 0.90."
todo_el_tiempo,2024-10,P0093,6361.7,1,1,1.1113759412077484,6361.7,"En 2024-10 (todo_el_tiempo), el receptor P0093 recibió 6,361.70 de 1 emisores únicos a través de 1 pagos, logrando centralidad 6361.70 y riesgo promedio 1.11."
todo_el_tiempo,2024-12,P0110,39721.72,1,1,1.2946445930256192,39721.72,"En 2024-12 (todo_el_tiempo), el receptor P0110 recibió 39,721.72 de 1 emisores únicos a través de 1 pagos, logrando centralidad 39721.72 y riesgo promedio 1.29."
todo_el_tiempo,2024-12,P0024,37534.6,1,1,0.9010913347279289,37534.6,"En 2024-12 (todo_el_tiempo), el receptor P0024 recibió 37,534.60 de 1 emisores únicos a través de 1 pagos, logrando centralidad 37534.60 y riesgo promedio 0.90."
todo_el_tiempo,2024-12,P0243,36201.68,1,1,1.2946445930256192,36201.68,"En 2024-12 (todo_el_tiempo), el receptor P0243 recibió 36,201.68 de 1 emisores únicos a través de 1 pagos, logrando centralidad 36201.68 y riesgo promedio 1.29."
todo_el_tiempo,2024-12,P0271,19454.83,1,1,0.9010913347279289,19454.83,"En 2024-12 (todo_el_tiempo), el receptor P0271 recibió 19,454.83 de 1 emisores únicos a través de 1 pagos, logrando centralidad 19454.83 y riesgo promedio 0.90."
todo_el_tiempo,2025-03,P0146,15278.05,1,1,0.9010913347279289,15278.05,"En 2025-03 (todo_el_tiempo), el receptor P0146 recibió 15,278.05 de 1 emisores únicos a través de 1 pagos, logrando centralidad 15278.05 y riesgo promedio 0.90."
todo_el_tiempo,2025-09,P0255,35926.88,1,1,0.938570830896169,35926.88,"En 2025-09 (todo_el_tiempo), el receptor P0255 recibió 35,926.88 de 1 emisores únicos a través de 1 pagos, logrando centralidad 35926.88 y riesgo promedio 0.94."
todo_el_tiempo,2025-09,P0011,18643.82,1,1,0.9254320329254623,18643.82,"En 2025-09 (todo_el_tiempo), el receptor P0011 recibió 18,643.82 de 1 emisores únicos a través de 1 pagos, logrando centralidad 18643.82 y riesgo promedio 0.93."
todo_el_tiempo,2025-09,P0101,6585.0,1,1,0.9010913347279289,6585.0,"En 2025-09 (todo_el_tiempo), el receptor P0101 recibió 6,585.00 de 1 emisores únicos a través de 1 pagos, logrando centralidad 6585.00 y riesgo promedio 0.90."
todo_el_tiempo,2025-09,P0042,872.59,1,1,0.9010913347279289,872.59,"En 2025-09 (todo_el_tiempo), el receptor P0042 recibió 872.59 de 1 emisores únicos a través de 1 pagos, logrando centralidad 872.59 y riesgo promedio 0.90."
todo_el_tiempo,2025-10,P0235,20671.78,1,1,0.9010913347279289,20671.78,"En 2025-10 (todo_el_tiempo), el receptor P0235 recibió 20,671.78 de 1 emisores únicos a través de 1 pagos, logrando centralidad 20671.78 y riesgo promedio 0.90."
todo_el_tiempo,2025-10,P0234,12022.65,1,1,0.9010913347279289,12022.65,"En 2025-10 (todo_el_tiempo), el receptor P0234 recibió 12,022.65 de 1 emisores únicos a través de 1 pagos, logrando centralidad 12022.65 y riesgo promedio 0.90."
todo_el_tiempo,2025-11,P0283,39801.31,1,1,1.1277767377561434,39801.31,"En 2025-11 (todo_el_tiempo), el receptor P0283 recibió 39,801.31 de 1 emisores únicos a través de 1 pagos, logrando centralidad 39801.31 y riesgo promedio 1.13."
todo_el_tiempo,2025-12,P0186,1563.6,1,1,0.9010913347279289,1563.6,"En 2025-12 (todo_el_tiempo), el receptor P0186 recibió 1,563.60 de 1 emisores únicos a través de 1 pagos, logrando centralidad 1563.60 y riesgo promedio 0.90."
